<TICKER>,<DATE>,<OPEN_TAR>,<HIGH_TAR>,<LOW_TAR>,<CLOSE_TAR>,<VOL_TAR>,<OPEN_DEP1>,<HIGH_DEP1>,<LOW_DEP1>,<CLOSE_DEP1>
SBER,20160923,153.7600000,153.7600000,150.1300000,151.5000000,51176510,63.7942000,63.7942000,63.7942000,63.7942000
SBER,20160926,149.9000000,152.4500000,148.7000000,149.1000000,51986750,63.8642000,63.8642000,63.8642000,63.8642000
SBER,20160927,149.5900000,149.6900000,147.2800000,147.5300000,40348840,64.1506000,64.1506000,64.1506000,64.1506000
SBER,20160928,148.1200000,149.3400000,146.7100000,147.1800000,40230280,63.6921000,63.6921000,63.6921000,63.6921000
SBER,20160929,150.2000000,150.8800000,148.0500000,148.4700000,56297300,63.9509000,63.9509000,63.9509000,63.9509000
SBER,20160930,146.9900000,147.0000000,144.6000000,145.3400000,57798440,63.1581000,63.1581000,63.1581000,63.1581000
SBER,20161003,146.0000000,148.8700000,145.7500000,148.8700000,47941420,63.3960000,63.3960000,63.3960000,63.3960000
SBER,20161004,148.9300000,149.1200000,146.2100000,148.1000000,46459310,62.5477000,62.5477000,62.5477000,62.5477000
SBER,20161005,148.1400000,148.4000000,146.3000000,147.9500000,37966310,62.4323000,62.4323000,62.4323000,62.4323000
SBER,20161006,148.0400000,149.6900000,147.5500000,148.9000000,32699850,62.4583000,62.4583000,62.4583000,62.4583000
SBER,20161007,149.5800000,150.5000000,147.8900000,148.7400000,49388830,62.3900000,62.3900000,62.3900000,62.3900000
SBER,20161010,149.3000000,151.3000000,148.3600000,151.2700000,37482300,62.3031000,62.3031000,62.3031000,62.3031000
SBER,20161011,150.9000000,152.4400000,150.5100000,151.3000000,46376980,62.3884000,62.3884000,62.3884000,62.3884000
SBER,20161012,151.2000000,151.5900000,148.8100000,149.2000000,35317240,62.1946000,62.1946000,62.1946000,62.1946000
SBER,20161013,148.6400000,148.6500000,145.7600000,146.0900000,52801720,62.5892000,62.5892000,62.5892000,62.5892000
SBER,20161014,146.6500000,147.9600000,146.1600000,146.7300000,37099700,63.3465000,63.3465000,63.3465000,63.3465000
SBER,20161017,146.5200000,147.1300000,145.5400000,146.4600000,42562890,62.9934000,62.9934000,62.9934000,62.9934000
SBER,20161018,147.4700000,148.4400000,147.0200000,147.7400000,32892040,63.1510000,63.1510000,63.1510000,63.1510000
SBER,20161019,148.3900000,149.2000000,148.0700000,148.6000000,31814210,62.8900000,62.8900000,62.8900000,62.8900000
SBER,20161020,148.8300000,149.0000000,147.2900000,148.2600000,34157360,62.5841000,62.5841000,62.5841000,62.5841000
SBER,20161021,148.0300000,148.8400000,147.4800000,148.4200000,23313770,62.4194000,62.4194000,62.4194000,62.4194000
SBER,20161024,149.2300000,150.4500000,148.9400000,149.1500000,37410050,62.4499000,62.4499000,62.4499000,62.4499000
SBER,20161025,149.7400000,152.2300000,149.2200000,151.5700000,36118270,62.2349000,62.2349000,62.2349000,62.2349000
SBER,20161026,151.2100000,151.7000000,149.7500000,150.6700000,35924950,62.0480000,62.0480000,62.0480000,62.0480000
SBER,20161027,150.6000000,151.6200000,149.3000000,149.3000000,28729750,62.2597000,62.2597000,62.2597000,62.2597000
SBER,20161028,149.3300000,150.0800000,148.3200000,149.2000000,22403660,63.0399000,63.0399000,63.0399000,63.0399000
SBER,20161031,148.9400000,148.9400000,147.4000000,147.4000000,27671510,62.9037000,62.9037000,62.9037000,62.9037000
SBER,20161101,147.9000000,148.9800000,145.7100000,145.8500000,44141040,63.2174000,63.2174000,63.2174000,63.2174000
SBER,20161102,144.6600000,145.6400000,142.3000000,142.3600000,60095570,63.2025000,63.2025000,63.2025000,63.2025000
SBER,20161103,142.7900000,143.6600000,141.6000000,142.7500000,40279790,63.4166000,63.4166000,63.4166000,63.4166000
SBER,20161107,143.6200000,144.8800000,142.5500000,143.4000000,32393320,63.5043000,63.5043000,63.5043000,63.5043000
SBER,20161108,144.2400000,146.3300000,143.6800000,146.1100000,37336380,63.9074000,63.9074000,63.9074000,63.9074000
SBER,20161109,143.0100000,151.3500000,142.5000000,151.0400000,102095030,63.7364000,63.7364000,63.7364000,63.7364000
SBER,20161110,151.8900000,155.5700000,151.8400000,153.3600000,100318590,63.8928000,63.8928000,63.8928000,63.8928000
SBER,20161111,152.9900000,153.6800000,151.4400000,151.5100000,69438610,63.4161000,63.4161000,63.4161000,63.4161000
SBER,20161114,152.4800000,152.8500000,149.1700000,150.4000000,47632130,65.2167000,65.2167000,65.2167000,65.2167000
SBER,20161115,151.0000000,152.3700000,148.7500000,149.8500000,50365840,65.8591000,65.8591000,65.8591000,65.8591000
SBER,20161116,150.9200000,151.8800000,149.1800000,149.9400000,35559810,65.5548000,65.5548000,65.5548000,65.5548000
SBER,20161117,149.9300000,150.9500000,148.9500000,149.7500000,37666370,64.5463000,64.5463000,64.5463000,64.5463000
SBER,20161118,149.9900000,150.8400000,149.6400000,150.0500000,27249640,64.9154000,64.9154000,64.9154000,64.9154000
SBER,20161121,150.9300000,153.2500000,150.9000000,153.0000000,39942520,65.1023000,65.1023000,65.1023000,65.1023000
SBER,20161122,153.8000000,155.6800000,153.6400000,155.0000000,68518420,64.3580000,64.3580000,64.3580000,64.3580000
SBER,20161123,155.4300000,155.4400000,154.5500000,155.2300000,36326550,63.6282000,63.6282000,63.6282000,63.6282000
SBER,20161124,155.3800000,161.2000000,155.3000000,161.1500000,68780590,64.0087000,64.0087000,64.0087000,64.0087000
SBER,20161125,161.0000000,163.4200000,158.9400000,160.3600000,69110630,64.6279000,64.6279000,64.6279000,64.6279000
SBER,20161128,160.1000000,161.1200000,158.4300000,159.4000000,33471380,64.6174000,64.6174000,64.6174000,64.6174000
SBER,20161129,158.9100000,160.7000000,157.6000000,158.0700000,49329590,64.9153000,64.9153000,64.9153000,64.9153000
SBER,20161130,158.3100000,160.1300000,157.7100000,158.7000000,62375230,64.9449000,64.9449000,64.9449000,64.9449000
SBER,20161201,159.8000000,160.0000000,157.7500000,158.7000000,44208780,65.2382000,65.2382000,65.2382000,65.2382000
SBER,20161202,158.4100000,159.9400000,157.1000000,159.4000000,52745320,63.6807000,63.6807000,63.6807000,63.6807000
SBER,20161205,158.7600000,163.2300000,158.4300000,162.0200000,56571820,64.1528000,64.1528000,64.1528000,64.1528000
SBER,20161206,161.9800000,162.9400000,159.3500000,159.3500000,47131720,63.9242000,63.9242000,63.9242000,63.9242000
SBER,20161207,159.8000000,161.0000000,158.5800000,159.9500000,46885010,63.8741000,63.8741000,63.8741000,63.8741000
SBER,20161208,160.7000000,168.9800000,160.6700000,168.9800000,98124080,63.9114000,63.9114000,63.9114000,63.9114000
SBER,20161209,169.6700000,170.8700000,167.6000000,169.6600000,74379560,63.3901000,63.3901000,63.3901000,63.3901000
SBER,20161212,172.0000000,178.9300000,171.3500000,175.4000000,114230960,63.3028000,63.3028000,63.3028000,63.3028000
SBER,20161213,175.0000000,177.4800000,172.0600000,176.9000000,64532700,61.5804000,61.5804000,61.5804000,61.5804000
SBER,20161214,177.0000000,177.8700000,172.3700000,173.7000000,53770010,61.0690000,61.0690000,61.0690000,61.0690000
SBER,20161215,171.5000000,175.3900000,171.3500000,174.9200000,74954190,60.8079000,60.8079000,60.8079000,60.8079000
SBER,20161216,175.6400000,177.0400000,173.5000000,173.9000000,50022910,61.6368000,61.6368000,61.6368000,61.6368000
SBER,20161219,174.7500000,175.5500000,173.2000000,174.3000000,34104700,61.7515000,61.7515000,61.7515000,61.7515000
SBER,20161220,174.0800000,176.8600000,173.0300000,175.9000000,31465650,61.7931000,61.7931000,61.7931000,61.7931000
SBER,20161221,176.5700000,185.3400000,174.6500000,174.7100000,92632940,61.7967000,61.7967000,61.7967000,61.7967000
SBER,20161222,174.4400000,175.3500000,170.0000000,170.0000000,66965850,61.1092000,61.1092000,61.1092000,61.1092000
SBER,20161223,169.7800000,171.7600000,168.5500000,171.1500000,37329090,60.8641000,60.8641000,60.8641000,60.8641000
SBER,20161226,171.2100000,173.2000000,171.1500000,171.9700000,21197560,60.8528000,60.8528000,60.8528000,60.8528000
SBER,20161227,172.0000000,172.7000000,170.5000000,172.2700000,19772190,60.9084000,60.9084000,60.9084000,60.9084000
SBER,20161228,172.9900000,173.6300000,170.1000000,170.1000000,36973350,60.8587000,60.8587000,60.8587000,60.8587000
SBER,20161229,170.0500000,172.2200000,167.5500000,171.3000000,49574970,60.6669000,60.6669000,60.6669000,60.6669000
SBER,20161230,171.6100000,173.2500000,170.5600000,173.2500000,35419390,60.2730000,60.2730000,60.2730000,60.2730000
SBER,20170103,173.4100000,181.6800000,173.0000000,180.1200000,53842180,60.6569000,60.6569000,60.6569000,60.6569000
SBER,20170104,178.9100000,179.4100000,174.2300000,175.9500000,41327620,60.6569000,60.6569000,60.6569000,60.6569000
SBER,20170105,176.3200000,177.2800000,171.5400000,171.9000000,35076900,60.6569000,60.6569000,60.6569000,60.6569000
SBER,20170106,172.4100000,173.7500000,169.5000000,170.6900000,35395940,60.6569000,60.6569000,60.6569000,60.6569000
SBER,20170109,171.3700000,172.3900000,168.0500000,168.3500000,35166440,60.6569000,60.6569000,60.6569000,60.6569000
SBER,20170110,168.3700000,172.3000000,167.5400000,171.6000000,58834680,59.8961000,59.8961000,59.8961000,59.8961000
SBER,20170111,171.5000000,173.0500000,168.5400000,169.0500000,52736220,59.9533000,59.9533000,59.9533000,59.9533000
SBER,20170112,170.0000000,170.6500000,168.0200000,168.2700000,49804960,60.1614000,60.1614000,60.1614000,60.1614000
SBER,20170113,168.8000000,172.3900000,163.8800000,164.9000000,85940780,59.4978000,59.4978000,59.4978000,59.4978000
SBER,20170116,165.2100000,166.8000000,164.0600000,164.6600000,37557260,59.3700000,59.3700000,59.3700000,59.3700000
SBER,20170117,164.7100000,166.4700000,163.3400000,165.9800000,45959420,59.6067000,59.6067000,59.6067000,59.6067000
SBER,20170118,165.8100000,167.8000000,164.3100000,165.2400000,42378670,59.4015000,59.4015000,59.4015000,59.4015000
SBER,20170119,165.5000000,166.9900000,164.6900000,166.3000000,38472590,59.1830000,59.1830000,59.1830000,59.1830000
SBER,20170120,166.5000000,168.1900000,165.4200000,167.4900000,32568940,59.3521000,59.3521000,59.3521000,59.3521000
SBER,20170123,167.3100000,167.3100000,164.5300000,166.7500000,36434510,59.6697000,59.6697000,59.6697000,59.6697000
SBER,20170124,167.3800000,170.7000000,167.2400000,170.2500000,45367280,59.5034000,59.5034000,59.5034000,59.5034000
SBER,20170125,170.3600000,171.3000000,169.5000000,170.2600000,42503590,59.2168000,59.2168000,59.2168000,59.2168000
SBER,20170126,170.8200000,174.3900000,169.0600000,173.7900000,56036230,59.1489000,59.1489000,59.1489000,59.1489000
SBER,20170127,173.8100000,178.9200000,173.0000000,178.9200000,71099490,59.6356000,59.6356000,59.6356000,59.6356000
SBER,20170130,177.5000000,178.0000000,174.2400000,174.6000000,45749280,60.3196000,60.3196000,60.3196000,60.3196000
SBER,20170131,174.3700000,175.2700000,172.0700000,172.2000000,46470590,60.1618000,60.1618000,60.1618000,60.1618000
SBER,20170201,172.5100000,174.2700000,171.7500000,173.9000000,42193480,60.0851000,60.0851000,60.0851000,60.0851000
SBER,20170202,173.9000000,174.6900000,171.9500000,172.8300000,31041850,60.3099000,60.3099000,60.3099000,60.3099000
SBER,20170203,173.0700000,174.1900000,172.2700000,173.8000000,34713800,59.9858000,59.9858000,59.9858000,59.9858000
SBER,20170206,174.3000000,174.9800000,172.2200000,172.8700000,33872650,59.3137000,59.3137000,59.3137000,59.3137000
SBER,20170207,173.0000000,174.1800000,171.5100000,173.4700000,33473120,58.7121000,58.7121000,58.7121000,58.7121000
SBER,20170208,173.1500000,173.1500000,170.7700000,171.2000000,33273330,59.1933000,59.1933000,59.1933000,59.1933000
SBER,20170209,171.9400000,172.6700000,167.8400000,168.8000000,48715170,59.5129000,59.5129000,59.5129000,59.5129000
SBER,20170210,169.0700000,170.4500000,165.4000000,165.5000000,59285630,59.0235000,59.0235000,59.0235000,59.0235000
SBER,20170213,166.0600000,167.0500000,163.5000000,164.7000000,52988560,58.8457000,58.8457000,58.8457000,58.8457000
SBER,20170214,164.9900000,165.1400000,162.0100000,162.7000000,54452230,58.0619000,58.0619000,58.0619000,58.0619000
SBER,20170215,162.2500000,165.5700000,160.0000000,163.5000000,68790290,57.7388000,57.7388000,57.7388000,57.7388000
SBER,20170216,164.0300000,166.5000000,162.2100000,166.4900000,44308970,56.7719000,56.7719000,56.7719000,56.7719000
SBER,20170217,166.4000000,167.1200000,164.4200000,165.4900000,32553630,57.1507000,57.1507000,57.1507000,57.1507000
SBER,20170220,166.3700000,166.6900000,163.9300000,165.4400000,26953640,57.6342000,57.6342000,57.6342000,57.6342000
SBER,20170221,165.1800000,168.3800000,164.8000000,167.0000000,39626950,58.0967000,58.0967000,58.0967000,58.0967000
SBER,20170222,167.4400000,168.3000000,164.3500000,165.9000000,40633810,57.8590000,57.8590000,57.8590000,57.8590000
SBER,20170224,166.5300000,168.0200000,165.0300000,165.5100000,29587170,57.4762000,57.4762000,57.4762000,57.4762000
SBER,20170227,166.0000000,166.3400000,160.6200000,160.9500000,41929270,57.4762000,57.4762000,57.4762000,57.4762000
SBER,20170228,161.0500000,161.1900000,155.7000000,156.0000000,67891140,57.9371000,57.9371000,57.9371000,57.9371000
SBER,20170301,155.9900000,160.9200000,155.9900000,160.0000000,62236720,57.9627000,57.9627000,57.9627000,57.9627000
SBER,20170302,161.2000000,164.3000000,160.3300000,163.4000000,65010400,58.3776000,58.3776000,58.3776000,58.3776000
SBER,20170303,162.9300000,164.8900000,161.6100000,164.4000000,38192960,58.4067000,58.4067000,58.4067000,58.4067000
SBER,20170306,164.5100000,165.9900000,162.0000000,162.0000000,36786400,58.9099000,58.9099000,58.9099000,58.9099000
SBER,20170307,162.3300000,162.3800000,158.9000000,160.9800000,44827830,58.3370000,58.3370000,58.3370000,58.3370000
SBER,20170309,159.3000000,160.8400000,155.2300000,156.2000000,63624090,58.2630000,58.2630000,58.2630000,58.2630000
SBER,20170310,157.3600000,159.4000000,155.5500000,157.5000000,51231270,58.8318000,58.8318000,58.8318000,58.8318000
SBER,20170313,157.4700000,159.8700000,155.8600000,158.9200000,34056930,59.2174000,59.2174000,59.2174000,59.2174000
SBER,20170314,159.3000000,160.7500000,157.0200000,157.4200000,59180030,59.1327000,59.1327000,59.1327000,59.1327000
SBER,20170315,158.0600000,159.6700000,156.0600000,156.2000000,48779150,58.9540000,58.9540000,58.9540000,58.9540000
SBER,20170316,157.8300000,159.8500000,157.8200000,158.3500000,68209960,59.1128000,59.1128000,59.1128000,59.1128000
SBER,20170317,158.5000000,162.8500000,158.1700000,161.1500000,65442610,58.2437000,58.2437000,58.2437000,58.2437000
SBER,20170320,161.5300000,164.0500000,160.6100000,163.8000000,41462870,57.9344000,57.9344000,57.9344000,57.9344000
SBER,20170321,164.5000000,165.4900000,162.2500000,162.9800000,39731890,57.2847000,57.2847000,57.2847000,57.2847000
SBER,20170322,162.0100000,162.9200000,159.7500000,162.9200000,40657710,57.2323000,57.2323000,57.2323000,57.2323000
SBER,20170323,163.3900000,164.8400000,162.1000000,164.1500000,38642980,57.6360000,57.6360000,57.6360000,57.6360000
SBER,20170324,163.9900000,165.9000000,163.0700000,164.5200000,32993360,57.5228000,57.5228000,57.5228000,57.5228000
SBER,20170327,163.0300000,163.3700000,161.1000000,162.6900000,35229330,57.4247000,57.4247000,57.4247000,57.4247000
SBER,20170328,163.4800000,164.1000000,162.0500000,163.6600000,30439500,57.0233000,57.0233000,57.0233000,57.0233000
SBER,20170329,164.0100000,164.9000000,162.3700000,163.2200000,26134840,56.9364000,56.9364000,56.9364000,56.9364000
SBER,20170330,163.3800000,164.1000000,161.9000000,163.5000000,24384990,57.0241000,57.0241000,57.0241000,57.0241000
SBER,20170331,163.4500000,163.7000000,159.5100000,159.8000000,31601040,56.3779000,56.3779000,56.3779000,56.3779000
SBER,20170403,160.5000000,162.9400000,159.8400000,161.8000000,32636130,55.9606000,55.9606000,55.9606000,55.9606000
SBER,20170404,161.4000000,163.9500000,160.7000000,163.5000000,23318810,56.1396000,56.1396000,56.1396000,56.1396000
SBER,20170405,164.3200000,168.4500000,163.8200000,168.1000000,57692310,56.5553000,56.5553000,56.5553000,56.5553000
SBER,20170406,167.5300000,168.1900000,166.4100000,167.4900000,24375820,55.8940000,55.8940000,55.8940000,55.8940000
SBER,20170407,166.1300000,166.8400000,160.7100000,161.4900000,59650240,56.4369000,56.4369000,56.4369000,56.4369000
SBER,20170410,161.1400000,161.3900000,154.5100000,155.2000000,73679940,56.9201000,56.9201000,56.9201000,56.9201000
SBER,20170411,155.1800000,158.5900000,154.6100000,156.0000000,53273370,57.3896000,57.3896000,57.3896000,57.3896000
SBER,20170412,156.9400000,157.4400000,150.2800000,150.2800000,53244540,56.9552000,56.9552000,56.9552000,56.9552000
SBER,20170413,151.5700000,153.3500000,149.7000000,152.0000000,69930590,56.7556000,56.7556000,56.7556000,56.7556000
SBER,20170414,150.6000000,152.2500000,148.6000000,149.2400000,24840630,56.6019000,56.6019000,56.6019000,56.6019000
SBER,20170417,149.4000000,154.2000000,147.6200000,153.9900000,48346600,56.2945000,56.2945000,56.2945000,56.2945000
SBER,20170418,154.4400000,155.5900000,152.1500000,153.4000000,60835810,56.2505000,56.2505000,56.2505000,56.2505000
SBER,20170419,153.1900000,155.3800000,152.3600000,153.6000000,38948690,55.9793000,55.9793000,55.9793000,55.9793000
SBER,20170420,152.9900000,158.4000000,152.2600000,158.2100000,64051190,56.1753000,56.1753000,56.1753000,56.1753000
SBER,20170421,158.7500000,160.3000000,157.8000000,159.5900000,57083470,56.4165000,56.4165000,56.4165000,56.4165000
SBER,20170424,161.1300000,163.4300000,161.0000000,162.5000000,47923700,56.2307000,56.2307000,56.2307000,56.2307000
SBER,20170425,163.0800000,163.5300000,161.3100000,162.5500000,40459900,56.0794000,56.0794000,56.0794000,56.0794000
SBER,20170426,163.1000000,165.8000000,161.7000000,165.0500000,49230820,55.8453000,55.8453000,55.8453000,55.8453000
SBER,20170427,164.9800000,165.7900000,163.2700000,164.6900000,43668030,56.3131000,56.3131000,56.3131000,56.3131000
SBER,20170428,165.5000000,166.0000000,163.9100000,165.2000000,40779440,56.9707000,56.9707000,56.9707000,56.9707000
SBER,20170502,166.0000000,168.3400000,165.0100000,166.6400000,42399190,56.9838000,56.9838000,56.9838000,56.9838000
SBER,20170503,166.3000000,166.5000000,163.6300000,164.7100000,33445270,56.9518000,56.9518000,56.9518000,56.9518000
SBER,20170504,164.6000000,167.4000000,163.7800000,165.5000000,37605500,57.0927000,57.0927000,57.0927000,57.0927000
SBER,20170505,164.2200000,166.6000000,164.0000000,165.8000000,35456420,57.5714000,57.5714000,57.5714000,57.5714000
SBER,20170510,167.0100000,170.8000000,166.4100000,170.8000000,46231060,58.5382000,58.5382000,58.5382000,58.5382000
SBER,20170511,171.0100000,172.3900000,168.8400000,169.9700000,56518590,58.0824000,58.0824000,58.0824000,58.0824000
SBER,20170512,169.7400000,170.4300000,166.8500000,167.7000000,37348590,57.1161000,57.1161000,57.1161000,57.1161000
SBER,20170515,168.5100000,171.6800000,167.8900000,171.3500000,47039700,57.1640000,57.1640000,57.1640000,57.1640000
SBER,20170516,170.9100000,172.0000000,169.9800000,170.6600000,37176510,56.5258000,56.5258000,56.5258000,56.5258000
SBER,20170517,169.8000000,170.6300000,168.1700000,169.2400000,35159440,56.2603000,56.2603000,56.2603000,56.2603000
SBER,20170518,168.4500000,169.1700000,164.7000000,166.5000000,57391080,56.7383000,56.7383000,56.7383000,56.7383000
SBER,20170519,167.4000000,170.0800000,165.7100000,168.8700000,36513820,57.4683000,57.4683000,57.4683000,57.4683000
SBER,20170522,170.4800000,170.4800000,167.1400000,168.0300000,29547080,57.1602000,57.1602000,57.1602000,57.1602000
SBER,20170523,167.8500000,168.3000000,165.4000000,166.3100000,39494780,56.4988000,56.4988000,56.4988000,56.4988000
SBER,20170524,166.5500000,168.4800000,162.5100000,165.7000000,46841490,56.5552000,56.5552000,56.5552000,56.5552000
SBER,20170525,166.5000000,166.9500000,163.5300000,164.0500000,34259260,56.2743000,56.2743000,56.2743000,56.2743000
SBER,20170526,163.8000000,163.8000000,160.6200000,160.7000000,46053720,56.0701000,56.0701000,56.0701000,56.0701000
SBER,20170529,160.9900000,164.2200000,160.6900000,163.9000000,28717750,56.7560000,56.7560000,56.7560000,56.7560000
SBER,20170530,163.1500000,163.4500000,161.1700000,161.6400000,22662700,56.7106000,56.7106000,56.7106000,56.7106000
SBER,20170531,161.5200000,161.6000000,155.0300000,155.9300000,74332900,56.5168000,56.5168000,56.5168000,56.5168000
SBER,20170601,156.4000000,156.7600000,152.7200000,153.0000000,50552110,56.6876000,56.6876000,56.6876000,56.6876000
SBER,20170602,153.0100000,157.1400000,151.6200000,157.1400000,65317930,56.5373000,56.5373000,56.5373000,56.5373000
SBER,20170605,157.1100000,158.8900000,154.4300000,154.7000000,48549350,56.6876000,56.6876000,56.6876000,56.6876000
SBER,20170606,154.4900000,156.0000000,152.1100000,152.8000000,34638420,56.6152000,56.6152000,56.6152000,56.6152000
SBER,20170607,153.3000000,155.1100000,151.7500000,152.8200000,43633800,56.6747000,56.6747000,56.6747000,56.6747000
SBER,20170608,153.1100000,153.4300000,148.2500000,151.9300000,67939500,56.5878000,56.5878000,56.5878000,56.5878000
SBER,20170609,151.4200000,153.7500000,150.1200000,150.1300000,45286770,56.9857000,56.9857000,56.9857000,56.9857000
SBER,20170613,145.4000000,147.3000000,145.0000000,146.0000000,52895870,57.0020000,57.0020000,57.0020000,57.0020000
SBER,20170614,145.6500000,145.6500000,142.8100000,143.0000000,58195180,56.9096000,56.9096000,56.9096000,56.9096000
SBER,20170615,141.9400000,142.2100000,136.2000000,139.0000000,183227550,57.0303000,57.0303000,57.0303000,57.0303000
SBER,20170616,139.6100000,142.8000000,139.0200000,141.6300000,79633620,57.4437000,57.4437000,57.4437000,57.4437000
SBER,20170619,142.5000000,145.1500000,141.8000000,145.0000000,55148910,57.7408000,57.7408000,57.7408000,57.7408000
SBER,20170620,145.2000000,147.1000000,143.5000000,144.9000000,58964860,57.9585000,57.9585000,57.9585000,57.9585000
SBER,20170621,144.2000000,144.9900000,142.7700000,143.4900000,48022620,58.5786000,58.5786000,58.5786000,58.5786000
SBER,20170622,142.5000000,145.6900000,141.7800000,144.2500000,54308270,60.0000000,60.0000000,60.0000000,60.0000000
SBER,20170623,144.3700000,146.0000000,143.6200000,144.1000000,42311360,60.1482000,60.1482000,60.1482000,60.1482000
SBER,20170626,144.8500000,146.4900000,143.8100000,144.4900000,46164540,59.6564000,59.6564000,59.6564000,59.6564000
SBER,20170627,144.3600000,147.2000000,143.4000000,147.1000000,51038540,59.0014000,59.0014000,59.0014000,59.0014000
SBER,20170628,146.2000000,146.4500000,144.7100000,145.5000000,45931650,58.8843000,58.8843000,58.8843000,58.8843000
SBER,20170629,146.5000000,146.8300000,143.2000000,143.8000000,48648990,59.5415000,59.5415000,59.5415000,59.5415000
SBER,20170630,143.2100000,146.7300000,142.8800000,145.5900000,67176090,59.0855000,59.0855000,59.0855000,59.0855000
SBER,20170703,146.6900000,148.3000000,146.2200000,147.5000000,38271440,59.3862000,59.3862000,59.3862000,59.3862000
SBER,20170704,147.4900000,149.8000000,147.1100000,149.3900000,39918560,58.9695000,58.9695000,58.9695000,58.9695000
SBER,20170705,149.3900000,149.7900000,147.8900000,148.9600000,48166110,59.2295000,59.2295000,59.2295000,59.2295000
SBER,20170706,149.2000000,151.0300000,148.9000000,150.3500000,51528480,59.5787000,59.5787000,59.5787000,59.5787000
SBER,20170707,149.6900000,152.5000000,149.0600000,152.1600000,57091440,60.2426000,60.2426000,60.2426000,60.2426000
SBER,20170710,152.3700000,155.3400000,152.3600000,155.0000000,63594070,60.3792000,60.3792000,60.3792000,60.3792000
SBER,20170711,155.5700000,157.0000000,154.9500000,156.9100000,57174460,60.3014000,60.3014000,60.3014000,60.3014000
SBER,20170712,157.5500000,160.9900000,157.5000000,160.8500000,70351270,60.7397000,60.7397000,60.7397000,60.7397000
SBER,20170713,161.5000000,162.6200000,158.3400000,159.9400000,71787880,60.6227000,60.6227000,60.6227000,60.6227000
SBER,20170714,159.7600000,162.2600000,159.4300000,161.4000000,43595840,60.1836000,60.1836000,60.1836000,60.1836000
SBER,20170717,161.8000000,163.1000000,159.8200000,161.9800000,40199450,59.8806000,59.8806000,59.8806000,59.8806000
SBER,20170718,162.0000000,162.9900000,160.8800000,161.7000000,36407150,59.0657000,59.0657000,59.0657000,59.0657000
SBER,20170719,161.3900000,164.3400000,160.5300000,164.3400000,56444180,59.3705000,59.3705000,59.3705000,59.3705000
SBER,20170720,164.0900000,164.9100000,163.4700000,163.9300000,41779280,59.2418000,59.2418000,59.2418000,59.2418000
SBER,20170721,163.9600000,163.9900000,161.7200000,162.1000000,34999750,59.0823000,59.0823000,59.0823000,59.0823000
SBER,20170724,161.2900000,162.3300000,158.6000000,161.3300000,57416210,58.9325000,58.9325000,58.9325000,58.9325000
SBER,20170725,161.6900000,162.3000000,159.9200000,160.2200000,43196660,59.6572000,59.6572000,59.6572000,59.6572000
SBER,20170726,160.7000000,162.3100000,160.1200000,161.5500000,42539870,59.8185000,59.8185000,59.8185000,59.8185000
SBER,20170727,162.4400000,166.0000000,162.4000000,166.0000000,55205790,59.9102000,59.9102000,59.9102000,59.9102000
SBER,20170728,165.3700000,165.7500000,163.1500000,165.4000000,50062090,59.4102000,59.4102000,59.4102000,59.4102000
SBER,20170731,165.5200000,167.3500000,163.8800000,164.5300000,55705590,59.5436000,59.5436000,59.5436000,59.5436000
SBER,20170801,165.5300000,168.0000000,165.3000000,166.3100000,55300510,60.0633000,60.0633000,60.0633000,60.0633000
SBER,20170802,166.6000000,169.9400000,166.5400000,169.9000000,55319940,59.8454000,59.8454000,59.8454000,59.8454000
SBER,20170803,170.0000000,170.9800000,169.1700000,170.0000000,56272350,60.5819000,60.5819000,60.5819000,60.5819000
SBER,20170804,169.4800000,170.0000000,168.6000000,169.7300000,27177250,60.7503000,60.7503000,60.7503000,60.7503000
SBER,20170807,170.4700000,172.9500000,170.3800000,172.7900000,35525700,60.3281000,60.3281000,60.3281000,60.3281000
SBER,20170808,173.0300000,175.8800000,172.6600000,175.7500000,50494550,60.0605000,60.0605000,60.0605000,60.0605000
SBER,20170809,174.8000000,175.2000000,172.8000000,173.4000000,48886900,59.9886000,59.9886000,59.9886000,59.9886000
SBER,20170810,173.7400000,174.1600000,172.0100000,172.2000000,29995890,59.9611000,59.9611000,59.9611000,59.9611000
SBER,20170811,171.3000000,172.4900000,168.6400000,172.0500000,60432960,59.9298000,59.9298000,59.9298000,59.9298000
SBER,20170814,172.7700000,173.7700000,171.3700000,172.5100000,30776790,60.1873000,60.1873000,60.1873000,60.1873000
SBER,20170815,172.3100000,172.7200000,170.4600000,172.3300000,30337020,59.7990000,59.7990000,59.7990000,59.7990000
SBER,20170816,172.9500000,175.3000000,172.8300000,173.0500000,41805640,59.9266000,59.9266000,59.9266000,59.9266000
SBER,20170817,172.5200000,173.9900000,172.2700000,172.7200000,26002740,59.6521000,59.6521000,59.6521000,59.6521000
SBER,20170818,171.7000000,171.7100000,168.1300000,169.5000000,52297420,59.2490000,59.2490000,59.2490000,59.2490000
SBER,20170821,169.7800000,170.6900000,168.5000000,169.9000000,36674400,59.3612000,59.3612000,59.3612000,59.3612000
SBER,20170822,171.2000000,171.7000000,169.7000000,171.0000000,37730870,59.1409000,59.1409000,59.1409000,59.1409000
SBER,20170823,171.0100000,175.3000000,170.9800000,175.3000000,55440260,59.0396000,59.0396000,59.0396000,59.0396000
